,product_code,n_reviews,quality,star_rating,size,comfort
0,IG9777,152,92.4342,4.8,53.9474,81.4145
1,IG2530,352,82.5284,4.3,50.142,79.6165
2,IE4614,167,92.3653,4.8,52.994,88.9222
3,IF3330,446,87.7242,4.4,51.009,82.6794
4,IG4994,32,92.1875,4.8,56.0345,82.7586
5,IF3393,340,82.4265,4.3,50.1471,79.4853
6,G58184,3009,85.9993,4.6,59.4136,79.7727
7,IG4996,32,92.1875,4.8,56.0345,82.7586
8,IF7677,11277,86.5473,4.7,55.7318,80.167
9,IF6581,1,100,5.0,,
10,IE4613,167,92.3653,4.8,52.994,88.9222
11,HR0066,467,90.6852,4.6,50,84.3148
12,HQ6787,373,92.0241,4.7,53.7534,85.2547
13,IF7676,11277,86.5473,4.7,55.7318,80.167
14,IG2682,167,92.3653,4.8,52.994,88.9222
15,ID6933,158,91.2975,4.6,47.6266,83.8608
16,IE3000,11277,86.5473,4.7,55.7318,80.167
17,IG2372,193,81.9948,4.4,56.3472,76.2953
18,ID4430,326,86.7331,4.4,50.6135,83.0521
19,IF8114,152,92.4342,4.8,53.9474,81.4145
20,IG5320,15,68.3333,3.9,53.3333,78.3333
21,IF7615,11277,86.5473,4.7,55.7318,80.167
22,IE7377,17,92.6471,4.6,48.5294,79.4118
23,FZ6396,28,89.2857,4.2,58.9286,79.4643
24,IF2403,236,86.9703,4.3,52.8602,75.4237
25,IG2972,17,92.6471,4.6,48.5294,79.4118
26,IE7198,100,92.25,4.8,46.25,82.75
27,IF7877,371,87.938,4.6,49.0566,86.2534
28,FX4453,42,85.7143,4.4,48.7805,76.8293
29,IG0344,8,100,5.0,53.125,90.625
30,ID2080,91,81.3187,4.3,50.2778,85.8333
31,IG2368,16,85.9375,4.6,42.1875,82.8125
32,ID9600,157,88.8535,4.4,62.7389,86.9427
33,GZ2528,10,67.5,4.2,50,77.5
34,IE4634,3011,85.992,4.6,59.399,79.7695
35,IF2401,73,90.0685,4.8,45.5479,84.9315
36,HQ9115,267,82.6779,4.2,56.7416,76.2172
37,IG2971,17,92.6471,4.6,48.5294,79.4118
38,HP6651,112,88.6161,4.6,54.9107,85.0446
39,ID9676,467,90.6852,4.6,50,84.3148
40,GW4569,133,85.7143,4.7,50.3759,80.6391
41,ID6715,7,82.1429,4.0,53.5714,85.7143
42,GZ2133,267,82.6779,4.2,56.7416,76.2172
43,HQ9918,291,79.811,4.1,68.9003,70.0172
44,GV8920,50,88.5,4.5,46,82.5
45,IG5876,289,93.7716,4.8,51.6436,90.8304
46,IF8170,7,96.4286,5.0,53.5714,92.8571
47,GX9835,6105,90.7002,4.7,54.7288,90.9121
48,IG0310,65,87.3077,4.6,50.7692,84.6154
49,HQ8392,127,71.4567,3.7,49.6063,63.189
50,HP7496,50,88.5,4.5,46,82.5
51,GY4189,267,82.6779,4.2,56.7416,76.2172
52,HQ1049,180,87.6389,4.4,46.7877,79.6089
53,IF6603,134,90.4851,4.6,49.0672,85.4478
54,ID6946,158,91.2975,4.6,47.6266,83.8608
55,GZ9257,5485,86.2443,4.6,52.1176,83.0504
56,GZ9260,5485,86.2443,4.6,52.1176,83.0504
57,IE7657,10,92.5,4.0,70,72.5
58,HQ8600,551,89.8367,4.6,49.4545,85.6364
59,IG0769,7,67.8571,4.7,50,75
60,GW5699,3732,85.966,4.4,59.8243,78.8291
61,GZ3779,8374,83.3114,4.5,44.2718,77.3416
62,GZ2528,10,67.5,4.2,50,77.5
63,ID4280,167,92.3653,4.8,52.994,88.9222
64,IG5877,289,93.7716,4.8,51.6436,90.8304
65,ID1555,145,78.6207,4.0,49.6528,64.4097
66,IG2260,498,92.9719,4.7,47.8414,87.3996
67,FY2782,1131,91.6004,4.8,55.2748,87.8546
68,GY3528,176,88.7784,4.6,46.733,83.9489
69,GZ0039,16,81.25,3.9,35.9375,68.75
70,IE1775,551,89.8367,4.6,49.4545,85.6364
71,HQ1059,2,62.5,4.0,37.5,87.5
72,IF4941,511,87.6712,4.6,46.184,84.589
73,IE9535,722,89.162,4.7,55.3125,87.9861
74,HQ2170,7,96.4286,5.0,53.5714,92.8571
75,HQ9916,298,80.1174,4.1,69.0436,70.0503
76,HQ6347,,,,,
77,GZ0009,41,76.2195,3.8,39.6341,56.0976
78,FV4720,68,85.2941,4.3,54.4118,75.7353
79,HQ9917,298,80.1174,4.1,69.0436,70.0503
80,IG5893,289,93.7716,4.8,51.6436,90.8304
81,IG5268,41,92.0732,4.5,48.7805,79.2683
82,IF6582,1,100,5.0,,
83,IF4942,68,85.2941,4.3,54.4118,75.7353
84,GZ2174,10,95,4.9,42.5,95
85,HP2201,373,92.0241,4.7,53.7534,85.2547
86,HP9929,3,100,5.0,50,41.6667
87,HQ9036,39,94.2308,4.7,51.2821,78.8462
88,GZ9259,5485,86.2443,4.6,52.1176,83.0504
89,IG5467,9,66.6667,3.8,50,77.7778
90,HP9477,551,89.8367,4.6,49.4545,85.6364
91,GZ2171,9,94.4444,4.3,61.1111,86.1111
92,HQ6345,551,89.8367,4.6,49.4545,85.6364
93,HR0277,52,85.5769,4.4,52.4038,77.4038
94,IG3043,11,90.9091,4.7,50,86.3636
95,HP7494,13,84.6154,4.5,57.6923,82.6923
96,ID1747,289,93.7716,4.8,51.6436,90.8304
97,ID9854,142,86.4437,4.5,49.2958,82.2183
98,IG3204,10,92.5,4.0,70,72.5
99,GY1549,19,96.0526,4.7,46.0526,89.4737
100,IG5266,41,92.0732,4.5,48.7805,79.2683
101,IF7610,11281,86.5501,4.7,55.7298,80.1674
102,IF4863,184,87.0924,4.4,45.9239,75.5435
103,IG8337,,,,,
104,IE1776,551,89.8367,4.6,49.4545,85.6364
105,HP7498,50,88.5,4.5,46,82.5
106,HP8706,99,88.1313,4.4,51.0101,77.5253
107,IF2448,100,92.25,4.8,46.25,82.75
108,HQ8599,551,89.8367,4.6,49.4545,85.6364
109,IG7964,551,89.8367,4.6,49.4545,85.6364
110,GV6916,6,87.5,4.3,41.6667,95.8333
111,IG0664,9,91.6667,5.0,52.7778,91.6667
112,HQ4312,8,96.875,4.5,56.25,93.75
113,ID4263,15,68.3333,3.9,53.3333,78.3333
114,HQ5873,2049,90.1659,4.7,50.061,87.3779
115,HP9549,121,94.2149,4.8,50.6198,86.5702
116,HQ6179,,,,,
117,IE1757,551,89.8367,4.6,49.4545,85.6364
118,HQ6785,373,92.0241,4.7,53.7534,85.2547
119,ID6898,7,96.4286,5.0,53.5714,92.8571
120,ID1790,75,94,4.8,53.6667,93.3333
121,IE7022,39,94.2308,4.7,51.2821,78.8462
122,HQ7232,158,91.2975,4.6,47.6266,83.8608
123,GV9427,13,78.8462,3.8,44.2308,63.4615
124,IE8155,1902,89.235,4.7,49.632,86.041
125,GX9271,284,82.5704,4.4,49.4718,84.5951
126,IG0747,551,89.8367,4.6,49.4545,85.6364
127,ID7493,,,,,
128,HQ4404,3011,85.992,4.6,59.399,79.7695
129,HP2815,10,87.5,4.9,50,82.5
130,IE1692,551,89.8367,4.6,49.4545,85.6364
131,HP6880,219,85.1598,4.5,48.0594,81.621
132,IF9905,65,87.3077,4.6,50.7692,84.6154
133,IG5336,77,88.961,4.5,50.3247,82.4675
134,HQ6713,32,84.375,4.3,43.75,76.5625
135,HP7648,284,82.5704,4.4,49.4718,84.5951
136,GX6670,1586,91.9294,4.7,50.5549,89.0932
137,IE9325,1,100,5.0,50,100
138,GY9904,467,90.6852,4.6,50,84.3148
139,HQ9119,8,96.875,4.5,56.25,93.75
140,IG2374,193,81.9948,4.4,56.3472,76.2953
141,ID9675,467,90.6852,4.6,50,84.3148
142,HQ4245,115,82.6087,4.1,49.1304,72.1739
143,ID4122,11,90.9091,4.7,50,86.3636
144,ID4122,11,90.9091,4.7,50,86.3636
145,HQ1443,1,100,5.0,50,100
146,IE6631,38,78.9474,4.4,51.9737,75.6579
147,H03662,11,86.3636,4.4,43.1818,86.3636
148,ID6928,158,91.2975,4.6,47.6266,83.8608
149,IE7689,32,91.4062,4.8,47.6562,74.2188
150,HP3012,3739,85.9722,4.4,59.8059,78.8487
151,GX2613,49,95.4082,4.8,47.449,89.2857
152,IF3197,22,90.9091,4.6,51.1364,85.2273
153,HP5972,193,81.9948,4.4,56.3472,76.2953
154,HP5970,193,81.9948,4.4,56.3472,76.2953
155,HQ6041,14,96.4286,4.9,53.5714,89.2857
156,IG5892,289,93.7716,4.8,51.6436,90.8304
157,GX9265,284,82.5704,4.4,49.4718,84.5951
158,IG5058,4174,89.746,4.7,49.6937,83.9359
159,GW9473,3739,85.9722,4.4,59.8059,78.8487
160,ID7494,,,,,
161,GZ9840,3,83.3333,3.3,58.3333,91.6667
162,GZ4655,5,100,5.0,70,75
163,HQ8775,212,89.8585,4.7,50.3538,85.3774
164,GX2022,8,96.875,4.5,56.25,93.75
165,IF5282,545,89.633,4.7,48.8073,88.0275
166,IG5878,289,93.7716,4.8,51.6436,90.8304
167,IG5890,289,93.7716,4.8,51.6436,90.8304
168,IF5274,89,62.6404,3.6,45.5056,59.2697
169,HP5974,193,81.9948,4.4,56.3472,76.2953
170,ID9584,157,88.8535,4.4,62.7389,86.9427
171,IG5880,294,93.7075,4.8,51.3605,90.5612
172,IG5887,289,93.7716,4.8,51.6436,90.8304
173,FY4393,1,100,4.0,50,100
174,GZ9593,3739,85.9722,4.4,59.8059,78.8487
175,GW9477,3739,85.9722,4.4,59.8059,78.8487
176,HQ4277,267,82.6779,4.2,56.7416,76.2172
177,HQ1399,24,88.5417,4.5,53.125,89.5833
178,IG5888,294,93.7075,4.8,51.3605,90.5612
179,IG0374,129,88.5659,4.5,60.2713,82.1705
180,IG0804,28,91.9643,4.9,56.25,80.3571
181,ID8473,30,83.3333,4.5,57.5,80.8333
182,ID9777,,,,,
183,ID9559,193,81.9948,4.4,56.3472,76.2953
184,HQ5878,2049,90.1659,4.7,50.061,87.3779
185,HQ5867,2049,90.1659,4.7,50.061,87.3779
186,HQ8598,551,89.8367,4.6,49.4545,85.6364
187,IF4926,13,84.6154,4.5,57.6923,82.6923
188,IF8067,152,92.4342,4.8,53.9474,81.4145
189,IF4850,180,87.6389,4.4,46.7877,79.6089
190,HP9641,28,90.1786,4.7,51.7857,88.3929
191,HP5971,193,81.9948,4.4,56.3472,76.2953
192,HP3213,41,90.2439,4.5,59.1463,89.0244
193,ID1785,75,94,4.8,53.6667,93.3333
194,IE2163,13,84.6154,4.5,57.6923,82.6923
195,IF0043,446,87.7242,4.4,51.009,82.6794
196,HP9737,505,93.0198,4.7,47.9208,87.3267
197,ID7801,152,92.4342,4.8,53.9474,81.4145
198,HP7646,284,82.5704,4.4,49.4718,84.5951
199,ID9620,73,90.0685,4.7,62.3288,88.3562
200,IE1778,,,,,
201,IF8069,155,92.4194,4.8,53.871,81.6129
202,HP7647,284,82.5704,4.4,49.4718,84.5951
203,GZ4963,,,,,
204,IF8068,155,92.4194,4.8,53.871,81.6129
205,FX7484,11281,86.5501,4.7,55.7298,80.1674
206,HQ4512,89,76.1236,4.4,47.4719,76.4045
207,ID8472,30,83.3333,4.5,57.5,80.8333
208,HP5939,63,86.1111,4.4,56.746,85.7143
209,IE9872,155,92.4194,4.8,53.871,81.6129
210,HQ6039,29,91.3793,4.7,56.0345,87.069
211,IE0251,270,89.9074,4.6,55.1852,83.6111
212,IE5195,155,92.4194,4.8,53.871,81.6129
213,ID9424,193,81.9948,4.4,56.3472,76.2953
214,ID5499,28,89.2857,4.2,58.9286,79.4643
215,GY7425,139,82.9137,4.7,50.1799,76.259
216,ID9422,193,81.9948,4.4,56.3472,76.2953
217,HQ0936,64,87.8906,4.3,69.1406,77.7344
218,IE4893,22,93.1818,4.7,52.2727,93.1818
219,GX4361,11281,86.5501,4.7,55.7298,80.1674
220,IE2430,91,81.3187,4.3,50.2778,85.8333
221,GZ1336,437,92.6201,4.7,48.1693,87.7574
222,HQ7152,39,83.3333,4.6,55.7692,80.7692
223,HP7557,771,87.0623,4.5,53.3074,84.1115
224,HQ6350,551,89.8367,4.6,49.4545,85.6364
225,ID5409,45,91.6667,4.9,53.3333,88.3333
226,G57984,515,91.5049,4.7,52.6751,82.8307
227,HQ1937,11281,86.5501,4.7,55.7298,80.1674
228,IG0647,41,83.5366,4.2,68.2927,81.7073
229,H04269,723,89.1079,4.7,55.3051,87.9681
230,IE7703,161,87.8882,4.5,49.5342,79.0373
231,HQ8915,12,93.75,4.9,54.1667,93.75
232,HQ4313,8,96.875,4.5,56.25,93.75
233,GZ0038,134,85.6343,4.7,50.3731,80.597
234,ID9587,157,88.8535,4.4,62.7389,86.9427
235,HR2034,127,71.4567,3.7,49.6063,63.189
236,IE7351,30,85.8333,4.3,49.1667,69.1667
237,GX5594,1586,91.9294,4.7,50.5549,89.0932
238,IE4633,,,,,
239,HQ6962,226,89.4912,4.6,58.8496,91.2611
240,HQ6962,226,89.4912,4.6,58.8496,91.2611
241,FZ5306,423,84.87,4.7,49.8223,80.5095
242,HP7493,14,82.1429,4.4,60.7143,80.3571
243,GZ9582,45,91.6667,4.9,53.3333,88.3333
244,IE1890,45,91.6667,4.9,53.3333,88.3333
245,HP7649,284,82.5704,4.4,49.4718,84.5951
246,GW0907,71,88.7324,4.7,52.4648,89.7887
247,IG5891,294,93.7075,4.8,51.3605,90.5612
248,FY9817,1425,85.1053,4.6,48.8053,82.8707
249,ID1788,75,94,4.8,53.6667,93.3333
250,S29146,511,87.6712,4.6,46.184,84.589
251,IF7876,372,87.9704,4.6,49.0591,86.0887
252,IF3201,27,89.8148,4.7,44.4444,84.2593
253,GX0709,699,84.4778,4.4,43.9828,76.0387
254,FW2779,236,86.9703,4.3,52.8602,75.4237
255,HR2034,127,71.4567,3.7,49.6063,63.189
256,GW0590,427,89.7541,4.6,54.6362,80.6338
257,ID4658,155,92.4194,4.8,53.871,81.6129
258,HQ6667,17,76.4706,3.8,55.8824,61.7647
259,GY7381,64,80.0781,4.5,52.7344,76.5625
260,IE7704,161,87.8882,4.5,49.5342,79.0373
261,GY7416,76,80.2632,4.4,52.6316,75.6579
262,IF8185,75,94,4.8,53.6667,93.3333
263,HQ9884,11,95.4545,4.5,59.0909,84.0909
264,ID9601,157,88.8535,4.4,62.7389,86.9427
265,HQ4468,,,,,
266,ID9664,468,90.6517,4.6,50,84.3483
267,GZ6939,176,88.7784,4.6,46.733,83.9489
268,IF4827,171,83.3333,4.2,48.8304,73.3918
269,ID1566,10,70,3.9,50,80
270,IE0235,30,85.8333,4.3,49.1667,69.1667
271,IG0645,41,83.5366,4.2,68.2927,81.7073
272,GV9091,34,89.7059,4.7,54.4118,78.6765
273,FY0402,1902,87.1057,4.5,48.4876,82.404
274,Q46252,245,89.3878,4.7,51.3265,85.6122
275,HP5571,5,85,4.0,60,75
276,GX4487,8,96.875,4.5,56.25,93.75
277,IE7416,515,91.5049,4.7,52.6751,82.8307
278,FY0404,1902,87.1057,4.5,48.4876,82.404
279,IF7616,11281,86.5501,4.7,55.7298,80.1674
280,IE9320,18,86.1111,4.4,48.6111,80.5556
281,GW2050,206,83.2524,4.0,71.966,73.4223
282,IG2396,14,87.5,4.6,57.1429,91.0714
283,ID9423,193,81.9948,4.4,56.3472,76.2953
284,HQ4278,267,82.6779,4.2,56.7416,76.2172
285,IF7438,42,85.7143,4.4,48.7805,76.8293
286,HQ9116,267,82.6779,4.2,56.7416,76.2172
287,IE9285,77,88.961,4.5,50.3247,82.4675
288,IG2395,11,95.4545,4.5,59.0909,84.0909
289,IE9430,40,87.5,4.7,50,81.25
290,GW4575,163,88.0368,4.7,51.9939,81.7485
291,IF4929,50,88.5,4.5,46,82.5
292,IE9307,44,80.1136,4.4,51.7045,80.1136
293,IF7437,42,85.7143,4.4,48.7805,76.8293
294,H04753,2763,85.0253,4.5,48.7028,83.3454
295,ID9853,372,87.9704,4.6,49.0591,86.0887
296,GX5592,1586,91.9294,4.7,50.5549,89.0932
297,GZ5892,11556,88.7829,4.7,51.9711,89.5862
298,IG3200,10,92.5,4.0,70,72.5
299,FZ6583,11281,86.5501,4.7,55.7298,80.1674
300,HP5272,88,78.4091,4.2,45.7386,71.5909
301,IG2262,,,,,
302,IF2740,22,81.8182,4.5,53.4091,77.2727
303,GV9394,12,91.6667,4.6,47.9167,93.75
304,GW3898,202,92.698,4.7,53.8557,87.5622
305,IE7023,39,94.2308,4.7,51.2821,78.8462
306,ID5411,44,92.0455,4.9,52.8409,88.6364
307,HP3144,157,88.8535,4.4,62.7389,86.9427
308,ID4266,17,75,4.3,42.6471,67.6471
309,HP3231,12,91.6667,4.6,47.9167,93.75
310,IE7702,161,87.8882,4.5,49.5342,79.0373
311,ID1541,4,68.75,3.8,43.75,62.5
312,HP5986,138,84.6014,4.5,50.9058,79.1667
313,GX2614,49,95.4082,4.8,47.449,89.2857
314,HR1235,43,80.814,4.0,44.186,70.9302
315,IE9884,270,89.9074,4.6,55.1852,83.6111
316,IE9319,18,86.1111,4.4,48.6111,80.5556
317,GZ3313,14,82.1429,4.4,60.7143,80.3571
318,IG0646,41,83.5366,4.2,68.2927,81.7073
319,IF2773,177,89.548,4.7,50,84.322
320,GX6848,202,85.7673,4.5,52.8465,84.1584
321,IG0248,16,85.9375,4.6,42.1875,82.8125
322,IF0433,8,90.625,4.5,59.375,87.5
323,ID1890,54,96.2963,4.7,43.5185,86.1111
324,IG0145,3,100,4.7,50,100
325,HP9779,11281,86.5501,4.7,55.7298,80.1674
326,FZ6563,65,78.8462,4.4,53.4615,76.1538
327,GY9045,93,84.6774,4.6,46.5054,77.4194
328,GW0906,71,88.7324,4.7,52.4648,89.7887
329,IG5358,9,100,4.4,55.5556,88.8889
330,EE9071,29,74.1379,4.1,39.6552,67.2414
331,IF8188,193,81.9948,4.4,56.3472,76.2953
332,HQ2102,6,95.8333,3.8,29.1667,66.6667
333,EE8948,20,83.75,4.6,32.5,70
334,HQ3565,13,84.6154,4.3,44.2308,80.7692
335,IF3250,8,90.625,4.5,59.375,87.5
336,GZ9699,14,96.4286,4.9,53.5714,89.2857
337,ID4121,26,88.4615,4.4,63.4615,75.9615
338,GX6417,14,83.9286,4.2,55.3571,76.7857
339,IG0670,15,76.6667,4.4,51.6667,86.6667
340,GZ2176,10,95,4.9,42.5,95
341,ID6738,4,87.5,5.0,50,87.5
342,HQ3483,42,85.7143,4.4,48.7805,76.8293
343,IE9338,3,83.3333,4.7,50,83.3333
344,HQ6605,8,96.875,4.5,56.25,93.75
345,GZ5920,8378,83.3164,4.5,44.2715,77.3495
346,FZ5685,75,94,4.8,53.6667,93.3333
347,IG5470,511,87.6712,4.6,46.184,84.589
348,HQ6606,8,96.875,4.5,56.25,93.75
349,ID6993,85,82.9412,4.2,52.9412,77.3529
350,HQ2123,9,86.1111,4.7,52.7778,80.5556
351,IE7018,15,73.3333,4.1,33.3333,70
352,HQ2124,9,86.1111,4.7,52.7778,80.5556
353,GY5260,958,92.9019,4.8,49.8423,90.3523
354,IE1685,44,90.9091,4.8,52.2727,77.8409
355,HQ2107,5,100,5.0,70,75
356,IE4206,7,96.4286,5.0,50,96.4286
357,GX6657,192,81.25,4.2,53.2552,75.1302
358,GW4365,211,83.5308,4.0,72.0379,73.4597
359,IE9304,45,80.5556,4.4,51.6667,80
360,HQ4516,76,80.2632,4.4,52.6316,75.6579
361,HQ6032,4,93.75,4.3,81.25,75
362,GX3944,22,92.0455,4.6,53.4091,82.9545
363,GZ0035,134,85.6343,4.7,50.3731,80.597
364,IG0375,129,88.5659,4.5,60.2713,82.1705
365,IE9358,148,89.1892,4.7,52.1959,84.2905
366,H01174,63,91.2698,4.6,56.8548,88.3065
367,IE9487,41,87.8049,4.2,43.9024,72.561
368,HQ3564,13,84.6154,4.3,44.2308,80.7692
369,HQ4302,20,83.75,4.0,55,83.75
370,IG0782,4,87.5,4.8,43.75,87.5
371,HQ1232,129,88.5659,4.5,60.2713,82.1705
372,IE4749,3751,85.9837,4.4,59.8012,78.8297
373,IE7024,39,94.2308,4.7,51.2821,78.8462
374,IG3389,18,88.8889,4.7,70.8333,84.7222
375,ID9443,158,88.9241,4.4,62.9747,87.0253
376,HQ6031,4,93.75,4.3,81.25,75
377,IE7701,164,87.8049,4.5,49.6951,79.1159
378,H03190,1,100,5.0,50,100
379,IE9287,77,88.961,4.5,50.3247,82.4675
380,IF7372,10618,85.0584,4.5,41.3277,76.6034
381,IE9533,723,89.1079,4.7,55.3051,87.9681
382,FW3264,1425,85.1053,4.6,48.8053,82.8707
383,GW9095,176,88.7784,4.6,46.733,83.9489
384,GZ2606,25,86,4.7,55,82
385,HP6885,7,71.4286,4.3,53.5714,96.4286
386,IG9517,16,75,4.0,45.3125,67.1875
387,IE2436,211,83.5308,4.0,72.0379,73.4597
388,HP9932,3,83.3333,3.3,58.3333,91.6667
389,GX4285,2564,88.7968,4.5,42.3272,84.6544
390,GV7971,63,81.746,4.4,52.7778,76.5873
391,IG5927,34,88.2353,4.4,50,83.0882
392,IE9214,2,75,4.0,50,62.5
393,HR1163,7,82.1429,3.9,32.1429,67.8571
394,H05108,692,91.2572,4.7,53.7373,82.3295
395,HP7417,146,78.5959,4.0,49.8276,64.1379
396,FZ6424,5,20,1.8,60,45
397,IE7700,164,87.8049,4.5,49.6951,79.1159
398,FW4204,1,75,5.0,50,100
399,GW2181,12,95.8333,4.9,56.25,95.8333
400,IG2441,41,90.2439,4.5,59.1463,89.0244
401,HQ4303,20,83.75,4.0,55,83.75
402,IG0146,3,100,4.7,50,100
403,GY1321,3751,85.9837,4.4,59.8012,78.8297
404,IG0811,63,86.1111,4.6,55.1587,82.1429
405,GZ0687,50,88.5,4.5,46,82.5
406,IG7375,364,82.967,4.3,50.0687,79.8764
407,IE9416,168,89.2857,4.6,53.2738,84.6726
408,GV9068,36,86.1111,4.6,53.4722,90.2778
409,GZ2604,25,86,4.7,55,82
410,ID1965,,,,,
411,FW2856,3,91.6667,3.7,25,75
412,HQ8954,958,92.9019,4.8,49.8423,90.3523
413,ID8379,157,92.5159,4.8,53.8217,81.8471
414,HQ3556,54,88.8889,4.3,41.2037,80.5556
415,GW2119,28,88.3929,4.3,47.3214,83.0357
416,HQ9118,9,97.2222,4.6,58.3333,94.4444
417,HQ6708,565,85.1327,4.4,47.8242,74.3339
418,ID9632,468,90.6517,4.6,50,84.3483
419,ID9585,158,88.9241,4.4,62.9747,87.0253
420,H04755,2764,85.0308,4.5,48.7033,83.3515
421,GZ5050,106,87.5,4.6,42.9245,78.066
422,IE9339,3,83.3333,4.7,50,83.3333
423,FY4387,9,83.3333,4.2,44.4444,80.5556
424,HR1142,1,100,5.0,50,100
425,FX4449,6,95.8333,3.8,29.1667,66.6667
426,HQ4465,,,,,
427,GZ3281,67,90.2985,4.4,51.8657,88.4328
428,ID9610,2,100,5.0,50,100
429,IE9310,1,100,5.0,50,75
430,H03616,11561,88.7856,4.7,51.9702,89.5908
431,H04756,2764,85.0308,4.5,48.7033,83.3515
432,ID9610,2,100,5.0,50,100
433,IE9310,1,100,5.0,50,75
434,H03616,11561,88.7856,4.7,51.9702,89.5908
435,H04756,2764,85.0308,4.5,48.7033,83.3515
436,HP6846,118,89.4068,4.6,47.2458,76.9068
437,HP5993,3,100,5.0,50,100
438,HP5273,88,78.4091,4.2,45.7386,71.5909
439,HP6179,5,85,4.0,60,75
440,FW2874,6,83.3333,3.5,25,37.5
441,IF7365,172,86.4826,4.2,70.2035,86.4826
442,IE2347,120,84.375,4.4,54.7917,78.5417
443,IG0648,42,83.3333,4.1,68.4524,79.7619
444,H00984,9,83.3333,4.2,44.4444,80.5556
445,GV9063,264,91.7614,4.7,52.5568,85.6061
446,GW5682,3751,85.9837,4.4,59.8012,78.8297
447,HQ8636,41,90.2439,4.5,59.1463,89.0244
448,HQ4275,269,82.2491,4.2,56.6914,75.9294
449,HQ3692,109,64.9083,3.7,51.6055,71.1009
450,IE7589,39,94.2308,4.7,51.2821,78.8462
451,FW4206,4,68.75,4.3,56.25,100
452,HQ8914,14,92.8571,4.9,55.3571,92.8571
453,HQ1238,25,82,4.3,51,74
454,HQ9019,29,91.3793,4.7,56.0345,87.069
455,H00985,9,83.3333,4.2,44.4444,80.5556
456,HQ6716,15,73.3333,4.1,33.3333,70
457,,43,,4.6,,
458,,51,,4.4,,
459,,51,,4.4,,
460,H00986,9,83.3333,4.2,44.4444,80.5556
461,FU7531,8,96.875,4.5,53.125,81.25
462,GX6632,264,91.7614,4.7,52.5568,85.6061
463,IG0772,7,89.2857,4.4,42.8571,78.5714
464,IE7021,32,84.375,4.3,43.75,76.5625
465,HR1940,5,90,4.0,40,75
466,FV4744,41,84.7561,4.3,36.5854,59.1463
467,ID5410,45,91.6667,4.9,53.3333,88.3333
468,IE9862,10,92.5,5.0,52.5,85
469,HP5941,63,86.1111,4.4,56.746,85.7143
470,GW9647,11561,88.7856,4.7,51.9702,89.5908
471,GW7061,17,94.1176,4.9,52.9412,89.7059
472,GV9062,109,64.9083,3.7,51.6055,71.1009
473,HP5967,194,82.0876,4.4,56.3144,76.4175
474,EG4618,129,88.5659,4.5,60.2713,82.1705
475,GZ3311,14,82.1429,4.4,60.7143,80.3571
476,HP2772,51,91.1765,4.4,48.5294,75.9804
477,GY9990,54,76.3889,4.0,46.7593,56.9444
478,HP5968,194,82.0876,4.4,56.3144,76.4175
479,HQ1045,199,87.8141,4.5,44.0955,77.3869
480,HQ8577,220,87.6136,4.6,52.5,84.4318
481,IF8183,172,86.4826,4.2,70.2035,86.4826
