,count_of_sizes,colors,product_code,reviews,quality
87,"['5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']",['PUMA Black-PUMA White-PUMA Red'],['Style: 377959_03'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
88,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA Black-Ultra Blue-PUMA White-Platinum Gray', 'PUMA Black-Sedate Gray-PUMA White-Metallic Gold']",['Style: 376582_31'],['Reviews (23)Average: 2.0 / 5Write A ReviewRead All ReviewsRead All'],['23.8']
89,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['PUMA Black-PUMA Red-Pitch Green'],['Style: 396138_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
90,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']",['Style: 392724_07'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
91,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Inky Blue-Neon Sun'],['Style: 377854_05'],['Reviews (5)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
92,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['PUMA White-PUMA Black', 'Alpine Snow-Warm White-PUMA Black']",['Style: 394933_09'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
93,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White'],['Style: 307859_01'],['Reviews (1)Average: 1.0 / 5Write A ReviewRead All ReviewsRead All'],[]
94,"['4', '5', '5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Sun Stream-Sunset Glow'],['Style: 387654_01'],['Reviews (7)Average: 4.6 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
95,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA Silver-PUMA Silver'],['Style: 307571_01'],['Reviews (4)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
96,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Flat Dark Gray-Frosted Ivory', 'Concrete Gray-Frosted Ivory']",['Style: 393752_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
97,"['4', '4.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Frosted Ivory'],['Style: 378986_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
98,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '14']","['Puma White-Puma Team Gold', 'Puma White-Puma Black', 'Puma Black-Puma White', 'PUMA White-Malachite']",['Style: 386759_02'],['Reviews (7)Average: 3.3 / 5Write A ReviewRead All ReviewsRead All'],['42.9']
99,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Harbor Mist-Pristine-Warm White'],['Style: 393390_01'],['Reviews (6)Average: 4.2 / 5Write A ReviewRead All ReviewsRead All'],[]
100,"['7', '8', '9', '10', '11', '12']",['PUMA Black-PUMA Silver'],['Style: 307475_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
101,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['PUMA White-PUMA Black', 'Alpine Snow-Warm White-PUMA Black']",['Style: 394933_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
102,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA White-Team Violet'],['Style: 378052_05'],['Reviews (13)Average: 4.8 / 5Write A ReviewRead All ReviewsRead All'],['91.7']
103,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['PUMA Black-PUMA White', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']",['Style: 107566_01'],['Reviews (2)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
104,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Sedate Gray-Frosted Ivory'],['Style: 393231_04'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
105,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Sun Stream-Sunset Glow-Puma Black'],['Style: 377007_01'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
106,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA Black-Frosted Ivory'],['Style: 394544_01'],['Reviews (2)Average: 3.5 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
107,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA White-Bold Blue'],['Style: 392865_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
108,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA White-PUMA Black-PUMA Red'],['Style: 377962_03'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
109,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA White-PUMA Black-PUMA Red'],['Style: 377000_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
110,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-Pelé Yellow-Archive Green-Racing Blue-PUMA White'],['Style: 379137_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],[]
111,"['7', '8', '9', '10', '11', '12']",['PUMA White'],['Style: 307506_01'],['Reviews (1)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],[]
112,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Flat Dark Gray-Frosted Ivory', 'Concrete Gray-Frosted Ivory']",['Style: 393752_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
113,"['4', '5.5', '6', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['PUMA Black-Hot Heat', 'PUMA Black-PUMA Green']",['Style: 393813_02'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
114,"['8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Ash Gray-Ash Gray'],['Style: 307759_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
115,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '12', '14']",['Warm White-PUMA White'],['Style: 394635_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
116,"['8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Persian Blue-Persian Blue'],['Style: 307760_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
117,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-PUMA White'],['Style: 390972_01'],['Reviews (3)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
118,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Purple Glimmer-Bright Aqua-PUMA White', 'Ash Gray-PUMA White-PUMA Black-Ultra Blue-Team Aqua']",['Style: 379013_07'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
119,"['4', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Puma White-Puma White'],['Style: 388640_02'],['Reviews (6)Average: 3.8 / 5Write A ReviewRead All ReviewsRead All'],['80.0']
120,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']",['Sun Stream-PUMA Black-PUMA Silver'],['Style: 377961_01'],['Reviews (1)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],[]
121,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",['Sun Stream-Sunset Glow-Puma Black'],['Style: 377005_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
122,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['Smoked Pearl-PUMA Black-Warm White', 'PUMA White-Gray Violet-Warm White']",['Style: 307897_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
123,"['7', '8', '9', '10', '11', '12', '13']","['Puma Black-High Rise', 'Marshmallow-Puma Black', 'Deep Forest-Puma Black']",['Style: 374862_02'],['Reviews (14)Average: 4.8 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
124,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '16']","['Purple Glimmer-Bright Aqua-PUMA White', 'Ash Gray-PUMA White-PUMA Black-Ultra Blue-Team Aqua']",['Style: 379013_06'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
125,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']",['Style: 392724_03'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
126,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '16']",['Royal Sapphire-Ravish'],['Style: 378278_01'],['Reviews (4)Average: 4.8 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
127,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5']",['Sun Stream-Sunset Glow-Puma Black'],['Style: 377379_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
128,"['7', '8', '9', '10', '11', '12', '13']","['Puma Black-High Rise', 'Marshmallow-Puma Black', 'Deep Forest-Puma Black']",['Style: 374862_09'],['Reviews (14)Average: 4.8 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
129,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Smoked Pearl-PUMA Black-Warm White', 'PUMA White-Gray Violet-Warm White']",['Style: 307897_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
130,"['4', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-PUMA Black'],['Style: 393266_02'],['Reviews (3)Average: 4.7 / 5Write A ReviewRead All ReviewsRead All'],['66.7']
131,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Puma White-PUMA Team Royal'],['Style: 387998_12'],['Reviews (4)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
132,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['PUMA Black-Hot Heat', 'PUMA Black-PUMA Green']",['Style: 393813_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
133,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Minty Burst-Warm White'],['Style: 390129_01'],['Reviews (1)Average: 4.0 / 5Write A ReviewRead All ReviewsRead All'],[]
134,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-Ultra Blue-Feather Gray'],['Style: 394552_01'],['Reviews (6)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
135,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['New Navy-Warm White', 'Alpine Snow-Warm White']",['Style: 392435_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
136,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['PUMA White-Astro Red', 'PUMA White-Myrtle']",['Style: 387327_06'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
137,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']",['Deep Orchid-Puma White'],['Style: 194478_04'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
138,"['7', '8', '9', '10', '11', '12', '13']","['Puma Black-High Rise', 'Marshmallow-Puma Black', 'Deep Forest-Puma Black']",['Style: 374862_10'],['Reviews (14)Average: 4.8 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
139,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Feather Gray-Cool Dark Gray-Warm White'],['Style: 393176_03'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
140,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Elektro Peach-Puma Black-Puma Silver'],['Style: 194475_02'],['Reviews (1)Average: 1.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
141,"['4', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Ash Gray-Cast Iron'],['Style: 393161_01'],['Reviews (7)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['83.3']
142,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Warm White-Malachite'],['Style: 393647_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
143,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['PUMA White-Astro Red', 'PUMA White-Myrtle']",['Style: 387327_07'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
144,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['PUMA Black'],['Style: 307780_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
145,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-PUMA Black'],['Style: 390127_01'],['Reviews (3)Average: 2.3 / 5Write A ReviewRead All ReviewsRead All'],['33.3']
146,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '13.5', '14', '14.5']",['Puma Black-Puma White'],['Style: 376615_01'],['Reviews (6)Average: 3.2 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
147,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['Puma White-Puma Black'],['Style: 388549_01'],['Reviews (15)Average: 4.5 / 5Write A ReviewRead All ReviewsRead All'],['86.7']
148,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Granola-Green Lagoon'],['Style: 307576_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
149,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Sand Dune-PUMA Black-PUMA White'],['Style: 307913_01'],['Reviews (1)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['0.0']
150,"['4', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']",['Sun Stream-Sunset Glow-Puma Black'],['Style: 376922_01'],['Reviews (3)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],['33.3']
151,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5']",['Red Blast-Fast Yellow-PUMA Black'],['Style: 106879_04'],['Reviews (4)Average: 4.3 / 5Write A ReviewRead All ReviewsRead All'],['75.0']
152,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",['Puma White-Varsity Green-Tangerine-Nasturtium'],['Style: 388557_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
153,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Puma Black-Burnt Red'],['Style: 194095_09'],['Reviews (95)Average: 3.9 / 5Write A ReviewRead All ReviewsRead All'],['70.4']
154,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['PUMA White-PUMA Black-Fire Orchid', 'Ultra Blue-PUMA White-Pro Green']",['Style: 107521_01'],['Reviews (2)Average: 2.5 / 5Write A ReviewRead All ReviewsRead All'],['50.0']
155,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['PUMA White-Green Fog-Hot Heat-Yellow Sizzle'],['Style: 394017_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
156,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']","['PUMA White-PUMA Black-Fire Orchid', 'Ultra Blue-PUMA White-Pro Green']",['Style: 107522_01'],['Reviews (1)Average: 3.0 / 5Write A ReviewRead All ReviewsRead All'],[]
157,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Feather Gray-Royal Sapphire'],['Style: 388920_06'],['Reviews (2)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
158,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Bold Blue-PUMA Black-PUMA White'],['Style: 307462_05'],['Reviews (4)Average: 5.0 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
159,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Puma Black-Puma White-Blazing Yellow'],['Style: 307322_01'],['Reviews (3)Average: 4.7 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
160,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Intense Lavender-PUMA Black'],['Style: 390052_02'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
161,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']",['Warm White-Malachite'],['Style: 392725_07'],['Reviews (14)Average: 4.8 / 5Write A ReviewRead All ReviewsRead All'],['100.0']
162,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14', '15']","['white-black', 'black-white-puma silver', 'white-new navy', 'black-black']",['Style: 353572_04'],['Reviews (188)Average: 4.1 / 5Write A ReviewRead All ReviewsRead All'],['80.4']
163,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14', '15']","['white-black', 'black-white-puma silver', 'white-new navy', 'black-black']",['Style: 353572_11'],['Reviews (188)Average: 4.1 / 5Write A ReviewRead All ReviewsRead All'],['80.4']
164,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['white-black', 'black-white-puma silver', 'white-new navy', 'black-black']",['Style: 353572_12'],['Reviews (188)Average: 4.1 / 5Write A ReviewRead All ReviewsRead All'],['80.4']
165,"['4.5', '5', '5.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Puma Black-Puma White', 'Forest Night-Puma White', 'Ribbon Red-Puma White', 'Peacoat-Puma White', 'Puma Black-Puma Black']",['Style: 307171_01'],['Reviews (77)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['91.9']
166,"['4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Puma Black-Puma White', 'Forest Night-Puma White', 'Ribbon Red-Puma White', 'Peacoat-Puma White', 'Puma Black-Puma Black']",['Style: 307171_07'],['Reviews (77)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['91.9']
167,"['4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Puma White', 'Forest Night-Puma White', 'Ribbon Red-Puma White', 'Peacoat-Puma White', 'Puma Black-Puma Black']",['Style: 307171_05'],['Reviews (77)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['91.9']
168,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']","['white-black', 'black-white-puma silver', 'white-new navy', 'black-black']",['Style: 353572_17'],['Reviews (188)Average: 4.1 / 5Write A ReviewRead All ReviewsRead All'],['80.4']
169,"['4', '4.5', '5', '5.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Puma White-Amazon Green', 'Quarry-Puma White', 'High Risk Red-Puma White', 'Pumpkin Pie-PUMA White']",['Style: 380205_03'],['Reviews (31)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['70.4']
170,"['4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']","['Puma Black-Puma White', 'Forest Night-Puma White', 'Ribbon Red-Puma White', 'Peacoat-Puma White', 'Puma Black-Puma Black']",['Style: 307171_04'],['Reviews (77)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['91.9']
171,"['4', '4.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']","['Puma Black-Puma White-Amazon Green', 'Quarry-Puma White', 'High Risk Red-Puma White', 'Pumpkin Pie-PUMA White']",['Style: 380205_01'],['Reviews (31)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['70.4']
172,"['4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Puma Black-Puma White', 'Forest Night-Puma White', 'Ribbon Red-Puma White', 'Peacoat-Puma White', 'Puma Black-Puma Black']",['Style: 307171_06'],['Reviews (77)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['91.9']
173,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Puma Black-Puma White-Amazon Green', 'Quarry-Puma White', 'High Risk Red-Puma White', 'Pumpkin Pie-PUMA White']",['Style: 380205_02'],['Reviews (31)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['70.4']
174,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12']","['Puma Black-Puma White-Amazon Green', 'Quarry-Puma White', 'High Risk Red-Puma White', 'Pumpkin Pie-PUMA White']",['Style: 380205_16'],['Reviews (31)Average: 4.4 / 5Write A ReviewRead All ReviewsRead All'],['70.4']
175,"['4', '4.5', '5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA Black-Frosted Ivory'],['Style: 396057_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
176,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14']",['Sun Stream-Sunset Glow-PUMA Black'],['Style: 379098_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
177,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13', '14']",['PUMA White-Archive Green'],['Style: 393199_01'],['Reviews (0)Average: 0.0 / 5Write The First Review'],[]
