,count_of_sizes,colors,product_code,quality,n_reviews,star_rating
405,14,"['Fire Orchid-Puma Black', 'Ultra Blue-Fire Orchid']",195337_19,79.5,44,4.4
406,12,"['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']",376151_17,78.6,18,4.2
407,12,['CASTLEROCK-Puma Black-High Risk Red'],385754_01,100.0,2,4.5
408,13,"['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']",396463_07,66.7,4,4.3
409,13,['PUMA Black'],379286_01,,0,0.0
410,15,"['PUMA White-Team Regal Red', 'PUMA White-Yellow Sizzle']",394684_01,,0,0.0
411,16,['Sedate Gray-Sedate Gray'],393314_02,100.0,1,3.0
412,13,['Fire Orchid-PUMA Silver'],377315_07,87.5,10,4.0
413,15,['PUMA White-PUMA White'],392085_01,66.7,3,3.7
414,17,['Sun Stream-Sunset Glow-PUMA Black'],379557_01,,0,0.0
415,18,"['PUMA White-PUMA Black-Fire Orchid', 'PUMA Black-Asphalt', 'Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']",107311_03,33.3,7,3.1
416,19,['Ultra Orange-PUMA Black'],378096_02,0.0,2,3.5
417,21,"['PUMA Black-Warm White-Gum', 'Speed Blue-Lime Pow-Gum', 'Lavender Alert-Burnt Red-Gum']",396403_02,100.0,2,5.0
418,12,"['PUMA White-PUMA Black', 'PUMA Black-PUMA White', 'Warm White-Yellow Burst-Parakeet Green']",390932_09,,1,5.0
419,19,['Silver Sky-Persian Blue-PUMA White'],107293_01,100.0,1,5.0
420,13,"['Icy Blue-Icy Blue', 'Feather Gray-Feather Gray']",393941_02,,0,0.0
421,17,['Persian Blue-Orange Brick'],393326_01,25.0,4,3.0
422,15,['For All Time Red-Dark Orange-PUMA Black'],395281_01,,0,0.0
423,12,['Granola-Sand Dune-PUMA Black-Spring Fern'],395033_01,0.0,1,5.0
424,18,"['PUMA Black-PUMA White', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']",107566_03,50.0,2,4.5
425,19,['PUMA White-PUMA Black-Concrete Gray'],107340_02,0.0,1,3.0
426,10,"['Puma Black-Puma White', 'Puma White-Puma Black', 'Peacoat-Puma White']",384139_01,100.0,4,5.0
427,19,"['PUMA Black-PUMA White-Fire Orchid', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']",107563_05,88.9,9,4.4
428,12,['PUMA Black-PUMA Black'],307954_01,,0,0.0
429,18,"['PUMA Black-PUMA White-Fire Orchid', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']",107563_04,88.9,9,4.4
430,13,"['Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']",107422_03,100.0,2,3.0
431,12,['Fire Orchid-Ultra Blue-PUMA White'],376591_08,100.0,2,4.5
432,14,['PUMA White-For All Time Red'],393196_01,,0,0.0
433,18,['Sun Stream-Sunset Glow-PUMA Black'],378222_03,50.0,2,3.0
434,15,"['PUMA White-Vapor Gray-Gum', 'PUMA Black-Feather Gray-Gum']",396464_01,75.0,9,3.9
435,21,"['PUMA Black-Warm White-Gum', 'Speed Blue-Lime Pow-Gum', 'Lavender Alert-Burnt Red-Gum']",396403_03,100.0,2,5.0
436,14,"['Light Mint-PUMA Black-PUMA White', 'PUMA Black-Light Mint-PUMA White']",307920_01,75.0,4,5.0
437,12,['Eucalyptus-Neon Sun'],378550_05,,0,0.0
438,11,['Dusty Tan'],378436_02,,1,5.0
439,19,"['PUMA White-Vapor Gray-Gum', 'PUMA Black-Feather Gray-Gum']",396464_03,75.0,9,3.9
440,14,"['Fire Orchid-Puma Black', 'Ultra Blue-Fire Orchid']",195337_16,79.5,44,4.4
441,13,['Persian Blue-PUMA White-Pro Green'],107374_03,100.0,1,5.0
442,17,"['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']",107296_04,55.6,11,3.7
443,13,"['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']",396463_02,66.7,4,4.3
444,15,"['PUMA White-PUMA Black-Fire Orchid', 'PUMA Black-Asphalt', 'Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']",107311_04,33.3,7,3.1
445,12,"['Pelé Yellow-Club Red: out of stock', 'Fresh Mint-Fast Pink', 'Vine-Clementine', 'Cobalt Glaze-PUMA White', 'Club Red-Club Navy: out of stock']",396463_05,66.7,4,4.3
446,19,"['Persian Blue-PUMA White-Pro Green', 'Sedate Gray-Asphalt-Yellow Blaze']",107355_03,26.3,20,1.9
447,12,"['PUMA Black-Luminous Blue-Electric Orchid', 'PUMA White-Luminous Blue-Electric Orchid']",380007_01,,3,4.7
448,10,['PUMA White-Rosso Corsa'],307996_01,,0,0.0
449,11,['Frosted Ivory-Vapor Gray'],393157_01,,0,0.0
450,9,['Flat Medium Gray-Pop Red-PUMA Black'],308277_01,,0,0.0
451,13,"['PUMA Black-PUMA White', 'Eucalyptus-PUMA Black', 'PUMA White-Club Navy']",378687_01,66.7,3,5.0
452,12,"['Puma White', 'Puma Black']",380190_02,82.0,55,4.1
453,13,"['Persian Blue-PUMA White-Pro Green', 'Sedate Gray-Asphalt-Yellow Blaze']",107361_04,33.3,5,4.4
454,15,"['PUMA White-PUMA Navy-Lime Squeeze', 'PUMA White-For All Time Red']",379081_04,50.0,2,3.5
455,13,['PUMA White-Racing Blue-Lemon Meringue-Parakeet Green'],107610_01,100.0,2,5.0
456,7,"['Green Gecko-Prism Violet', 'PUMA Green-Fluro Yellow Pes-Fluro Green Pes']",394223_01,0.0,1,1.0
457,13,['PUMA Black-Pop Red'],307940_01,,1,5.0
458,17,"['Persian Blue-PUMA White-Pro Green', 'Sedate Gray-Asphalt-Yellow Blaze']",107355_04,,20,1.9
459,11,['PUMA Black-Yellow Blaze-Strawberry Burst'],378465_01,100.0,1,5.0
460,12,['PUMA Black-Malachite-Yellow Burst'],377507_04,100.0,1,2.0
461,12,"['PUMA Black-Luminous Blue-Electric Orchid', 'PUMA White-Luminous Blue-Electric Orchid']",380007_02,,3,4.7
462,11,['PUMA Green-Spring Fern-PUMA Black'],395032_01,50.0,3,3.0
463,11,['Archive Green-Warm White'],393167_02,100.0,6,4.3
464,12,['Bright Melon-Frosted Ivory'],393084_01,,0,0.0
465,14,['Luminous Pink-Ultra Blue-Yellow Alert'],107540_01,,0,0.0
466,12,['PUMA Black-Yellow Blaze-Strawberry Burst'],378683_01,,0,0.0
467,15,"['PUMA White-PUMA Navy-Lime Squeeze', 'PUMA White-For All Time Red']",379081_03,50.0,2,3.5
468,18,"['PUMA White-PUMA Black-Fire Orchid', 'Ultra Blue-PUMA White-Pro Green']",107521_03,50.0,2,2.5
469,17,"['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']",107296_01,55.6,11,3.7
470,13,['Purple Charcoal-Fast Yellow-Ravish-PUMA White'],107539_01,,0,0.0
471,13,"['PUMA White-PUMA Black-Fire Orchid', 'Ultra Blue-PUMA White-Pro Green']",107522_03,,1,3.0
472,12,"['PUMA Black-Dark Coal', 'PUMA Black-Yellow Burst-Malachite']",378734_01,,0,0.0
473,16,"['PUMA Black-PUMA White', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']",107566_02,50.0,2,4.5
474,12,"['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']",107296_03,55.6,11,3.7
475,12,"['PUMA White-Team Regal Red', 'PUMA White-Yellow Sizzle']",394684_02,,0,0.0
476,16,"['Fast Yellow-PUMA Navy-PUMA White', 'PUMA White-PUMA Black-Team Light Blue', 'PUMA White-Ravish-Fast Yellow', 'PUMA Navy-Fast Yellow-Puma White']",107296_02,55.6,11,3.7
477,6,"['Green Gecko-Prism Violet', 'PUMA Green-Fluro Yellow Pes-Fluro Green Pes']",394223_04,0.0,1,1.0
478,18,['Sun Stream-Sunset Glow-Puma Black'],377001_01,,1,5.0
479,13,['Alpine Snow-Cool Dark Gray-Astro Red'],379113_01,,0,0.0
480,11,"['Puma Black-Harbor Mist-Cherry Tomato', 'Cherry Tomato-Puma Black', 'Puma Black-CASTLEROCK', 'PUMA Black-Cayenne-Wood Violet', 'PUMA White-Platinum Gray-Dark Night', 'PUMA Black-Gray Tile-Fast Yellow', 'PUMA Black', 'Myrtle-PUMA Black-Yellow Burst']",376151_15,78.6,18,4.2
481,12,['PUMA Black-Alpine Snow-PUMA Gold-PUMA White'],107609_01,,0,0.0
482,13,"['Persian Blue-PUMA White-Pro Green', 'Sedate Gray-Asphalt-Yellow Blaze']",107361_03,33.3,5,4.4
483,13,['Persian Blue-PUMA White-Pro Green'],107375_03,50.0,3,3.7
484,11,['Dark Jasper-Frosted Ivory'],391962_06,50.0,4,4.3
485,0,[],379652_01,75.0,4,4.0
486,0,[],378580_01,,8,4.6
487,10,"['Puma Black-Puma Black', 'Putty-Putty']",385296_02,80.0,20,4.2
488,11,"['Puma Black-Puma Black', 'Putty-Putty']",385296_03,80.0,20,4.2
489,11,['Puma Black-Whisper White'],386600_01,50.0,4,5.0
490,14,"['PUMA White-PUMA Black-Fire Orchid', 'PUMA Black-Asphalt', 'Ultra Blue-PUMA White-Pro Green', 'Yellow Blaze-PUMA White-PUMA Black']",107311_01,33.3,7,3.1
491,19,['PUMA White-Puma Team Gold'],397572_01,,2,4.5
492,18,"['Deep Lichen Green-Dark Olive', 'Tapioca-Pebble']",391610_01,100.0,10,4.5
493,19,"['Day Dream-Evening Sky-PUMA White', 'Fizzy Apple-Platinum Gray-PUMA White']",394981_02,81.8,16,4.3
494,19,"['Malachite-Warm White', 'PUMA Black-PUMA Black']",397112_01,100.0,1,5.0
495,19,"['Deep Lichen Green-Dark Olive', 'Tapioca-Pebble']",391610_02,100.0,10,4.5
496,19,"['Malachite-Warm White', 'PUMA Black-PUMA Black']",397112_02,100.0,1,5.0
497,11,"['Orange Brick-Clementine', 'Hero Blue-Electric Peppermint']",390717_01,60.0,5,3.4
498,19,"['New Navy-Warm White', 'Alpine Snow-Warm White']",392435_01,,0,0.0
499,19,['Inky Blue-PUMA Black-Sand Dune'],396672_01,,0,0.0
500,6,['Puma Black-Puma White'],382112_01,95.2,21,4.8
501,11,['Ribbon Red-Puma White-Puma Team Gold'],366608_07,,57,3.4
502,11,"['PUMA White-PUMA White-Spectra Green', 'Spectra Green-PUMA Black-Puma Black']",307891_01,80.0,8,4.6
503,19,"['PUMA White-Sedate Gray', 'PUMA Black-Strong Gray', 'Smokey Gray-Ash Gray']",392982_04,100.0,2,5.0
504,19,"['PUMA White-Sedate Gray', 'PUMA Black-Strong Gray', 'Smokey Gray-Ash Gray']",392982_05,100.0,2,5.0
505,11,"['PUMA White-PUMA White-Spectra Green', 'Spectra Green-PUMA Black-Puma Black']",307891_02,80.0,8,4.6
506,12,['Sand Dune-PUMA White-PUMA Black'],307778_03,85.7,10,4.3
507,11,"['Puma White-Puma Team Gold', 'Puma White-Puma Black', 'Puma Black-Puma White', 'PUMA White-Malachite']",386759_03,42.9,7,3.3
508,14,['PUMA Black-Myrtle-Dark Clove-Bold Blue-Electric Blush'],379087_01,,1,4.0
509,13,['Chili Powder-PUMA Black'],377044_07,62.5,8,3.6
510,13,"['PUMA Black-Speed Yellow', 'Rosso Corsa-PUMA Black']",307959_01,,0,0.0
511,13,['PUMA Red-Clyde Royal'],393116_01,66.7,5,3.4
512,12,['Sand Dune-PUMA Black-Racing Blue'],396106_01,50.0,2,4.0
513,13,['Fast Yellow-PUMA Black'],377827_01,100.0,2,4.0
514,13,"['Orange Brick-Clementine', 'Hero Blue-Electric Peppermint']",390717_04,60.0,5,3.4
515,13,"['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']",392724_01,100.0,2,5.0
516,15,"['PUMA Black-Ultra Blue-PUMA White-Platinum Gray', 'PUMA Black-Sedate Gray-PUMA White-Metallic Gold']",376582_32,23.8,23,2.0
517,19,['Ash Gray-Ultra Blue'],392983_02,,0,0.0
518,18,"['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']",392724_04,100.0,2,5.0
519,13,"['PUMA Black-Speed Yellow', 'Rosso Corsa-PUMA Black']",307959_02,,0,0.0
520,13,['PUMA White-Malachite-Dark Coal'],396087_01,,0,0.0
521,6,['Strawberry Burst-Pinktastic-Spectra Green-Warm White'],394628_01,,0,0.0
522,13,['Spectra Green-PUMA Silver'],307649_01,100.0,1,5.0
523,10,['Ash Gray-Ash Gray'],307758_01,,0,0.0
524,13,['PUMA White-Nitro Blue'],390196_01,,0,0.0
525,15,"['Day Dream-Evening Sky-PUMA White', 'Fizzy Apple-Platinum Gray-PUMA White']",394981_01,81.8,16,4.3
526,13,['Sun Stream-Sunset Glow-Puma Black'],376999_01,100.0,1,5.0
527,12,['PUMA Black-PUMA Black-Burnt Red'],394491_01,100.0,2,4.5
528,13,['PUMA White-Warm White-Cool Light Gray'],392434_01,,1,1.0
529,12,['Warm White-PUMA Black'],394885_01,,0,0.0
530,19,['Clyde Royal-Harbor Mist-PUMA Black-Fire Orchid'],379096_01,100.0,1,5.0
531,11,['Myrtle-Fall Foliage'],396075_01,100.0,9,4.8
532,11,['Pebble Gray-Pebble Gray-Fizzy Apple'],389160_01,100.0,2,4.5
533,11,['Green Fog-Hot Heat-Yellow Sizzle'],394018_01,100.0,1,5.0
534,12,['Bluemazing-Puma Black'],387499_01,,4,3.8
535,14,"['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']",392724_05,100.0,2,5.0
536,12,['PUMA Black-Yellow Burst'],393646_02,,0,0.0
537,15,['PUMA Black-PUMA White-PUMA Red'],377959_03,,0,0.0
538,13,"['PUMA Black-Ultra Blue-PUMA White-Platinum Gray', 'PUMA Black-Sedate Gray-PUMA White-Metallic Gold']",376582_31,23.8,23,2.0
539,11,['PUMA Black-PUMA Red-Pitch Green'],396138_01,,0,0.0
540,13,"['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']",392724_07,100.0,2,5.0
541,13,['Inky Blue-Neon Sun'],377854_05,100.0,5,5.0
542,11,"['PUMA White-PUMA Black', 'Alpine Snow-Warm White-PUMA Black']",394933_09,,0,0.0
543,13,['PUMA White'],307859_01,,1,1.0
544,15,['Sun Stream-Sunset Glow'],387654_01,100.0,7,4.6
545,12,['PUMA Silver-PUMA Silver'],307571_01,100.0,4,4.5
546,11,"['Flat Dark Gray-Frosted Ivory', 'Concrete Gray-Frosted Ivory']",393752_01,100.0,1,5.0
547,15,['Frosted Ivory'],378986_02,,0,0.0
548,12,"['Puma White-Puma Team Gold', 'Puma White-Puma Black', 'Puma Black-Puma White', 'PUMA White-Malachite']",386759_02,42.9,7,3.3
549,12,['Harbor Mist-Pristine-Warm White'],393390_01,,6,4.2
550,6,['PUMA Black-PUMA Silver'],307475_02,,0,0.0
551,11,"['PUMA White-PUMA Black', 'Alpine Snow-Warm White-PUMA Black']",394933_01,,0,0.0
552,12,['PUMA White-Team Violet'],378052_05,91.7,13,4.8
553,16,"['PUMA Black-PUMA White', 'Persian Blue-Pro Green-Ultra Blue', 'Alpine Snow-Asphalt-Yellow Blaze']",107566_01,50.0,2,4.5
554,13,['Sedate Gray-Frosted Ivory'],393231_04,,0,0.0
555,13,['Sun Stream-Sunset Glow-Puma Black'],377007_01,100.0,2,5.0
556,12,['PUMA Black-Frosted Ivory'],394544_01,100.0,2,3.5
557,12,['PUMA White-Bold Blue'],392865_02,,0,0.0
558,12,['PUMA White-PUMA Black-PUMA Red'],377962_03,,0,0.0
559,12,['PUMA White-PUMA Black-PUMA Red'],377000_02,100.0,1,5.0
560,13,['PUMA Black-Pelé Yellow-Archive Green-Racing Blue-PUMA White'],379137_01,,1,5.0
561,6,['PUMA White'],307506_01,,1,4.0
562,13,"['Flat Dark Gray-Frosted Ivory', 'Concrete Gray-Frosted Ivory']",393752_02,100.0,1,5.0
563,14,"['PUMA Black-Hot Heat', 'PUMA Black-PUMA Green']",393813_02,100.0,1,5.0
564,10,['Ash Gray-Ash Gray'],307759_01,,0,0.0
565,11,['Warm White-PUMA White'],394635_01,100.0,1,5.0
566,10,['Persian Blue-Persian Blue'],307760_02,,0,0.0
567,13,['PUMA Black-PUMA White'],390972_01,66.7,3,4.0
568,13,"['Purple Glimmer-Bright Aqua-PUMA White', 'Ash Gray-PUMA White-PUMA Black-Ultra Blue-Team Aqua']",379013_07,,0,0.0
569,12,['Puma White-Puma White'],388640_02,80.0,6,3.8
570,14,['Sun Stream-PUMA Black-PUMA Silver'],377961_01,,1,4.0
571,13,['Sun Stream-Sunset Glow-Puma Black'],377005_01,,0,0.0
572,12,"['Smoked Pearl-PUMA Black-Warm White', 'PUMA White-Gray Violet-Warm White']",307897_01,,0,0.0
573,7,"['Puma Black-High Rise', 'Marshmallow-Puma Black', 'Deep Forest-Puma Black']",374862_02,100.0,14,4.8
574,13,"['Purple Glimmer-Bright Aqua-PUMA White', 'Ash Gray-PUMA White-PUMA Black-Ultra Blue-Team Aqua']",379013_06,,0,0.0
575,13,"['PUMA White-Ultra Blue', 'Glacial Gray-Green Fog', 'PUMA White-Peach Smoothie', 'Glacial Gray-Icy Blue', 'PUMA White-Vivid Violet']",392724_03,100.0,2,5.0
576,13,['Royal Sapphire-Ravish'],378278_01,100.0,4,4.8
577,14,['Sun Stream-Sunset Glow-Puma Black'],377379_01,,0,0.0
578,7,"['Puma Black-High Rise', 'Marshmallow-Puma Black', 'Deep Forest-Puma Black']",374862_09,100.0,14,4.8
579,13,"['Smoked Pearl-PUMA Black-Warm White', 'PUMA White-Gray Violet-Warm White']",307897_02,,0,0.0
580,17,['PUMA White-PUMA Black'],393266_02,66.7,3,4.7
581,12,['Puma White-PUMA Team Royal'],387998_12,100.0,4,5.0
582,11,"['PUMA Black-Hot Heat', 'PUMA Black-PUMA Green']",393813_01,100.0,1,5.0
583,13,['Minty Burst-Warm White'],390129_01,,1,4.0
584,13,['PUMA White-Ultra Blue-Feather Gray'],394552_01,100.0,6,5.0
585,13,"['New Navy-Warm White', 'Alpine Snow-Warm White']",392435_02,,0,0.0
586,13,"['PUMA White-Astro Red', 'PUMA White-Myrtle']",387327_06,100.0,1,5.0
587,14,['Deep Orchid-Puma White'],194478_04,,0,0.0
588,7,"['Puma Black-High Rise', 'Marshmallow-Puma Black', 'Deep Forest-Puma Black']",374862_10,100.0,14,4.8
589,13,['Feather Gray-Cool Dark Gray-Warm White'],393176_03,,0,0.0
590,12,['Elektro Peach-Puma Black-Puma Silver'],194475_02,0.0,1,1.0
591,12,['Ash Gray-Cast Iron'],393161_01,83.3,7,4.3
592,13,['Warm White-Malachite'],393647_01,,0,0.0
593,12,"['PUMA White-Astro Red', 'PUMA White-Myrtle']",387327_07,100.0,1,5.0
594,12,['PUMA Black'],307780_01,,0,0.0
595,13,['PUMA White-PUMA Black'],390127_01,33.3,3,2.3
596,16,['Puma Black-Puma White'],376615_01,50.0,6,3.2
597,13,['Puma White-Puma Black'],388549_01,86.7,15,4.5
598,11,['Granola-Green Lagoon'],307576_02,,0,0.0
599,11,['Sand Dune-PUMA Black-PUMA White'],307913_01,0.0,1,5.0
600,15,['Sun Stream-Sunset Glow-Puma Black'],376922_01,33.3,3,3.0
601,12,['Red Blast-Fast Yellow-PUMA Black'],106879_04,75.0,4,4.3
602,12,['Puma White-Varsity Green-Tangerine-Nasturtium'],388557_02,,0,0.0
603,11,['Puma Black-Burnt Red'],194095_09,70.4,95,3.9
604,13,"['PUMA White-PUMA Black-Fire Orchid', 'Ultra Blue-PUMA White-Pro Green']",107521_01,50.0,2,2.5
605,11,['PUMA White-Green Fog-Hot Heat-Yellow Sizzle'],394017_01,,0,0.0
606,13,"['PUMA White-PUMA Black-Fire Orchid', 'Ultra Blue-PUMA White-Pro Green']",107522_01,,1,3.0
607,11,['Feather Gray-Royal Sapphire'],388920_06,100.0,2,5.0
608,11,['Bold Blue-PUMA Black-PUMA White'],307462_05,100.0,4,5.0
609,11,['Puma Black-Puma White-Blazing Yellow'],307322_01,100.0,3,4.7
610,11,['Intense Lavender-PUMA Black'],390052_02,,0,0.0
611,11,['Warm White-Malachite'],392725_07,100.0,14,4.8
612,17,"['white-black', 'black-white-puma silver', 'white-new navy', 'black-black']",353572_04,80.4,188,4.1
613,17,"['white-black', 'black-white-puma silver', 'white-new navy', 'black-black']",353572_11,80.4,188,4.1
614,20,"['white-black', 'black-white-puma silver', 'white-new navy', 'black-black']",353572_12,80.4,188,4.1
615,14,"['Puma Black-Puma White', 'Forest Night-Puma White', 'Ribbon Red-Puma White', 'Peacoat-Puma White', 'Puma Black-Puma Black']",307171_01,91.9,77,4.4
616,16,"['Puma Black-Puma White', 'Forest Night-Puma White', 'Ribbon Red-Puma White', 'Peacoat-Puma White', 'Puma Black-Puma Black']",307171_07,91.9,77,4.4
617,18,"['Puma Black-Puma White', 'Forest Night-Puma White', 'Ribbon Red-Puma White', 'Peacoat-Puma White', 'Puma Black-Puma Black']",307171_05,91.9,77,4.4
618,20,"['white-black', 'black-white-puma silver', 'white-new navy', 'black-black']",353572_17,80.4,188,4.1
619,17,"['Puma Black-Puma White-Amazon Green', 'Quarry-Puma White', 'High Risk Red-Puma White', 'Pumpkin Pie-PUMA White']",380205_03,70.4,31,4.4
620,18,"['Puma Black-Puma White', 'Forest Night-Puma White', 'Ribbon Red-Puma White', 'Peacoat-Puma White', 'Puma Black-Puma Black']",307171_04,91.9,77,4.4
621,14,"['Puma Black-Puma White-Amazon Green', 'Quarry-Puma White', 'High Risk Red-Puma White', 'Pumpkin Pie-PUMA White']",380205_01,70.4,31,4.4
622,16,"['Puma Black-Puma White', 'Forest Night-Puma White', 'Ribbon Red-Puma White', 'Peacoat-Puma White', 'Puma Black-Puma Black']",307171_06,91.9,77,4.4
623,17,"['Puma Black-Puma White-Amazon Green', 'Quarry-Puma White', 'High Risk Red-Puma White', 'Pumpkin Pie-PUMA White']",380205_02,70.4,31,4.4
624,11,"['Puma Black-Puma White-Amazon Green', 'Quarry-Puma White', 'High Risk Red-Puma White', 'Pumpkin Pie-PUMA White']",380205_16,70.4,31,4.4
625,19,['PUMA Black-Frosted Ivory'],396057_01,,0,0.0
626,18,['Sun Stream-Sunset Glow-PUMA Black'],379098_01,,0,0.0
627,13,['PUMA White-Archive Green'],393199_01,,0,0.0
